A,B,C,D,E,F,G,Predicted_SpecificSE
1.3039215839241467,1.6093843379205925,0.3294954871797276,2.228627256579613,0.26730482496307995,0.25357675355988973,0.14887623896393518,421430400.0
1.3190975242801677,1.6326647923654176,0.29137493558781546,2.239797483521862,0.2662824665020028,0.23489160812326937,0.1547653685355115,421408704.0
1.3018824842328829,1.6092340106228193,0.32998566588088696,2.2161602908730993,0.2650917934386877,0.25296083067951636,0.1560750100161079,421381376.0
1.3252024735519112,1.6410909850548023,0.2946405850378912,2.2085146386763044,0.2657713860155074,0.23508723010345067,0.16115350331631428,421351616.0
1.3281341155515027,1.642159942055123,0.29153039776691636,2.2083960117299806,0.264827910232292,0.23476372397515088,0.1606365872537415,421351616.0
1.3036440274190002,1.6100287269740978,0.31695057531077037,2.2253338880600553,0.2674700569655525,0.2531969997842192,0.15672759990392748,421341984.0
1.323156744677215,1.6109639692463618,0.3038787833258286,2.2674203442723417,0.2703303028713262,0.23582727263164724,0.16191261077391528,421248768.0
1.3395547971625712,1.6390526960727578,0.291023918516384,2.223137283033449,0.26607279912737786,0.23539697225760164,0.15887430286661,421237536.0
1.3592785051582141,1.6420208511696541,0.2927682063560279,2.23924900752802,0.2621623388223298,0.23441602596855862,0.15490132485358943,421192544.0
1.3309045722681154,1.6385346988503329,0.3080732625884376,2.2191017413286156,0.2611729425238254,0.23441303341828273,0.15939040125116244,421147552.0
1.3178044366671917,1.6099525876989065,0.2941394732345486,2.2733115131380868,0.2670287753042236,0.2381562555226093,0.1631365475194321,421086496.0
1.30528186589877,1.6164823880567982,0.29437075878547125,2.223430411431333,0.26826584171628237,0.23715695947416623,0.1640594350250003,421053568.0
1.3596749279141076,1.610519166869706,0.2713317633288877,2.2857703400100817,0.27101972027943927,0.23559515872075376,0.16191645040013394,420972480.0
1.309404663254214,1.6117839837402184,0.26026835193475417,2.2798068279374637,0.27177096523020833,0.24107186729397978,0.16457257303217787,420962048.0
1.340383582924111,1.633980330275542,0.30125997898912843,2.2509325801852142,0.2627855286557063,0.23411305292801943,0.15526651434719355,420958016.0
1.3203117825234116,1.6092378669957,0.24849141381808504,2.294760587170674,0.26922173905151037,0.23182602353911286,0.1614895184259943,420868096.0
1.2783299936927541,1.6096903668466782,0.30711566407809415,2.2221337756262605,0.26792156630363556,0.2410632073057102,0.16492666346364013,420827968.0
1.2396757796950353,1.6363759552133228,0.3389425589645482,2.183332185895789,0.2740797176311759,0.25664577162850843,0.15747340020390907,420693152.0
1.3020821368353943,1.6174558884163046,0.27719607560397247,2.2610346952087523,0.2710338077257394,0.23989968737988668,0.16394658590579111,420681120.0
1.2859113753324993,1.6093143810785915,0.28443013011602564,2.2480423258401743,0.2643506126802646,0.2392987421003261,0.1627599273054695,420554336.0
1.2340643746656943,1.6378504491268306,0.3381599911841982,2.181995913471576,0.2690173132398503,0.24700780951691603,0.1592744137721582,420478944.0
1.3321408109393813,1.6098406287226947,0.27828634879265884,2.2940995224809733,0.27397541222443306,0.240865291013881,0.16589156889647402,420474944.0
1.2133164289500074,1.6127083382425333,0.3346272778158854,2.2350548038479494,0.2700309282498541,0.259797237497441,0.15569214992675678,420426816.0
1.3032355374109643,1.6160441810273214,0.2986251814957232,2.2652554212803753,0.2702434219978453,0.23835935578565665,0.16412929003990773,420416416.0
1.2976630733490258,1.6099153723787776,0.30893215017939796,2.2697260384187605,0.2681402470312963,0.24008763981858455,0.157054072182502,420373920.0
1.2109037167567342,1.609131549795346,0.33146073226148776,2.228487585126425,0.26953383316062846,0.26319713523804567,0.15369132337472693,420372288.0
1.307926060499323,1.6131389520028785,0.28437194987866027,2.2663405531106378,0.2709235562514996,0.2433363339369296,0.16426180417509167,420320192.0
1.3031878229111078,1.6142320214498056,0.25666012251396664,2.272351002167602,0.2717410605685428,0.23401268015810936,0.16523226155017995,420231200.0
1.302366390333649,1.6113854016588562,0.2730781338993797,2.277229757823089,0.27104231614174384,0.23787222233481886,0.16644195547733345,420155072.0
1.2935766732820149,1.6093040419434572,0.27618397887010515,2.266284884735009,0.27057055687358134,0.2374655153608573,0.16709527426988924,420061312.0
1.304128500930387,1.6093161747272335,0.2742272869670646,2.2820546026452924,0.2711689333446347,0.23823082061848513,0.16534899836655112,419996416.0
1.266867158066268,1.6313181836146062,0.3102666701926167,2.2305732876070734,0.267735275638103,0.25347991784501955,0.15050031441848052,419992416.0
1.3034604784326844,1.6101910875515935,0.24531546773870735,2.383166752386936,0.27165134624163406,0.23234050878517587,0.15750353462475666,419973184.0
1.196032934932814,1.641226241382718,0.32662823174712263,2.1741946535479215,0.2619586121127467,0.26374885771199647,0.15687248664448153,419833024.0
1.162223715961017,1.6346048158113426,0.34602304443671855,2.1825620746524157,0.26411800601118973,0.2621612411012054,0.1500420370602192,419763392.0
1.2893838698747557,1.6133337112801462,0.24547707959647783,2.299916083735401,0.27105955119227465,0.24372092831116757,0.16070462248106293,419688928.0
1.1857606518073711,1.6326473142310052,0.3161418999852951,2.150412879785891,0.2611975277448246,0.2526881732507691,0.14225608047399388,419648096.0
1.181174001701367,1.6394805853220986,0.33163635413855225,2.195266123169515,0.2645402236130279,0.2623613216754418,0.15176672111540856,419593664.0
1.3077057183439407,1.6102089091462874,0.2505619418525339,2.3140670503443674,0.27114460958434744,0.23546147322106661,0.1640139401727548,419484832.0
1.3131317920648173,1.660464189877556,0.26727242533308265,2.299975079089936,0.2693380580582294,0.23290185526267507,0.1607611590012765,419453632.0
1.3200711379347596,1.6537312476801014,0.28662117384649816,2.2480058131209786,0.26623101966869256,0.24674344655650737,0.1574187846082458,419435232.0
1.2451481825119686,1.6432506117049108,0.33450504734772574,2.201271938127407,0.26550365468705805,0.23365028397059837,0.15184748476532633,419428832.0
1.1768028862199231,1.609349100700204,0.32421691783266215,2.224225847722571,0.2671013435534273,0.26072432764583287,0.13077728016318202,419337664.0
1.3563765000367902,1.6542800525664814,0.284860589533026,2.21978216464539,0.2741513251683864,0.2319676968356354,0.16267115887051664,419337664.0
1.3267401317518361,1.6114397105564244,0.2786174427646013,2.289229453280779,0.27373430122947584,0.2419114065536418,0.17017611497537236,419248896.0
1.3330178261568975,1.6348485783309659,0.294547311784355,2.3459577612969142,0.2741476298865236,0.23472149092114775,0.16573845768337908,419219296.0
1.3173770309988913,1.6240801690151883,0.23300184606459706,2.3374827195844827,0.2686195280543123,0.2357135229552149,0.16602950754957307,419195296.0
1.347669551166721,1.6369569007961187,0.29709559839935235,2.7938093826756747,0.26881378187318944,0.2441457566792832,0.16318218500828763,419159328.0
1.0786440387629488,1.6446771705230547,0.3314021788123696,2.1947021220119813,0.2682996063186136,0.25876958952000223,0.14078759216155612,419139360.0
1.2973827533792235,1.6104423187026906,0.285191345172694,2.2584016317452638,0.2688883251179518,0.2369666567181333,0.1753852416093234,418920352.0
1.1293295070805136,1.6392549263528877,0.3337126990827698,2.2865851270090034,0.26490061608619125,0.259473923751761,0.14832824494801516,418866816.0
1.2336551828381215,1.6418030730220095,0.31879849174909713,2.1859268476119955,0.2546629300236178,0.26086814971567496,0.16758584292361667,418767776.0
1.2070809432845475,1.634507040169853,0.3191217687511395,2.2460067701419497,0.2611165720229874,0.25293316408541755,0.14173617050359213,418736608.0
1.1769464556142064,1.6483842720672242,0.33399289598485254,2.1521387262144396,0.26386862064459665,0.25922184045809926,0.1504600687811331,418660736.0
1.1511548156661808,1.6405490624264027,0.3478218332097662,2.307472969511867,0.27401529176093686,0.26516808383373225,0.14653221280100637,418659168.0
1.2637405599789362,1.6320998886779188,0.2957015836329087,2.314544267182689,0.2683472395284392,0.23956508875111993,0.16017669820752384,418652768.0
1.1635294092517094,1.6361957054544438,0.3556305222903101,2.245515583757905,0.2589306118131018,0.25916789127645923,0.14372342771727523,418584896.0
1.1747523661895032,1.61003701658547,0.34905105969645456,2.3620653032842185,0.2706845094814785,0.2575675650428822,0.13924882074935763,418578496.0
1.0757642274941241,1.641589381555375,0.33452004425221576,2.208010895847294,0.2648398112209296,0.2603334789257416,0.14965941614160633,418427648.0
1.1211907805053813,1.6383387324076926,0.3480081187583103,2.2938758408379094,0.2586980696141648,0.26505612316843435,0.1474390544155831,418317536.0
1.30128121454353,1.6132962234954553,0.26461571256309485,2.271279287052072,0.27121717600962597,0.2387180041263881,0.16972158306445984,418251296.0
1.176605923821415,1.6498516838097763,0.3318767331438169,2.2005078992552645,0.2649055069468008,0.26274446780283683,0.1519187073287611,418250496.0
1.2449349777034675,1.6095835905742573,0.3221040368610419,2.7011233169604605,0.26849527754408015,0.24995518154684124,0.1609965930011316,418220192.0
1.1689911375635191,1.610432852017744,0.3126167443807758,2.3096020586279167,0.2582409918947278,0.2527507071621589,0.14653973567631526,418157984.0
1.229878748504868,1.656165514543736,0.340127006354948,2.170090282864806,0.2705238440907243,0.26721283153309033,0.1571571428376108,418141216.0
1.1801808040735111,1.6304415769203804,0.3299164545334996,2.1529170352336133,0.2520589398626174,0.2600549988960393,0.15332066838692013,418092576.0
1.1817202329431504,1.6333938668246102,0.3271837104078027,2.1496642285230863,0.2517269580825832,0.2605955723561726,0.15317284322648075,418065472.0
1.2445680987291183,1.6582591274953882,0.3238228124291576,2.198730338077777,0.2645733202571838,0.2507355187027416,0.1551483224758899,417976960.0
1.1232734064220433,1.636073888116272,0.33212887969000776,2.3098619417885455,0.25898398350802193,0.2648966644945694,0.14737480886664184,417974592.0
1.1488079240602724,1.6309999148703387,0.36191225997645826,2.2490640164642266,0.25984736938675596,0.257619198441405,0.14445914264174942,417962624.0
1.0656730130669623,1.6405624905236393,0.3626065313104822,2.286587777402128,0.27131769981007725,0.26441819644689,0.14629752573992383,417956256.0
1.1864328635035926,1.612139427331836,0.3694988391113164,2.3253975757823975,0.2732657760970151,0.258632778806752,0.14297185270587068,417839072.0
1.1713795539783474,1.6516771019554215,0.33241226124446355,2.198618137133795,0.2662929597872942,0.25876666317507574,0.14955858595280183,417758592.0
1.2488070938895648,1.6522522610271921,0.33686068728090973,2.1997489266702646,0.2653339706433701,0.25807479210340617,0.15356631717264327,417684480.0
1.2904535478230528,1.6287686906825998,0.28409793606860717,2.2644627059957547,0.26666166357508475,0.2366047163076083,0.16754370903868648,417681312.0
1.2526368100006768,1.6462864132731816,0.2961907692584131,2.2120897049771098,0.25598386930394845,0.2481010754378146,0.17731363799381952,417678912.0
1.1360456500385836,1.6092992335221799,0.3715998648370545,2.4212029430406177,0.2678943026362738,0.2592481764984296,0.140329157803411,417661376.0
1.3593681709204826,1.649610167864355,0.29434792245645264,2.235971560443596,0.25885082625247013,0.2307418781031717,0.16220477937051778,417521216.0
1.027564927386857,1.610196483555813,0.3761728971812577,2.413418481412009,0.27386431051756305,0.26115691836978927,0.15862076695503516,417346048.0
1.1948249237901067,1.636616934038448,0.33390262914935553,2.2233633943705455,0.26713097931912116,0.2532545716507977,0.16807655795122603,417318976.0
1.271117935286896,1.657077118341605,0.26445805842298276,2.285356890478254,0.26715631955970504,0.24518561263159147,0.16036480029779554,417205952.0
1.3607336606846578,1.6190656432630022,0.2892372975759089,2.240019235893133,0.24078111328572677,0.234348495393671,0.22392678530699653,417050016.0
1.1351337453380714,1.6503168972309101,0.35254315632561356,2.2675406927503117,0.2627816036604091,0.2696492319444223,0.15538638812293756,416875072.0
1.2455550241338442,1.649470934106171,0.29186114232087884,2.336950342126536,0.2646809614058882,0.24893730921109367,0.1511437316880987,416817024.0
0.8148695088202766,1.6432814629347654,0.3237046369290285,2.2855097744683244,0.2706097633574943,0.2557380425378944,0.14848183981771618,416781248.0
1.3269473088417576,1.7006200637649387,0.2904509662558533,2.191773607019075,0.2634405430992976,0.23448331150746018,0.15833616513666998,416743104.0
1.1931644938234856,1.6548654924975024,0.3812078204344231,2.2022319815430826,0.25441903756171746,0.2462131093163103,0.15222396617337655,416737536.0
1.1659369270807296,1.6590269213103475,0.33036594823116827,2.2788816538438663,0.2601355863800524,0.26160735116774786,0.1509171043433595,416635008.0
1.3605699853305113,1.6798021367508142,0.3025838565477665,2.2478061197445953,0.2632475116225204,0.2422420167908894,0.15600372261118634,416267232.0
1.3386496588211332,1.666576838863842,0.3014332689197059,2.2161073755801852,0.2637838848787698,0.23847108931128544,0.1553143706921634,416209280.0
1.3229252337365878,1.6626864867186326,0.2540271761564383,2.236576859240842,0.2659265700013633,0.2407757219162918,0.16254424545357463,415975936.0
1.340636013048011,1.6668666369509815,0.27950749407459824,2.2699320493936663,0.271233902295393,0.241015105073837,0.1631882923152364,415860928.0
1.3246591740548144,1.700314963430315,0.30888634785206553,2.3077092655247315,0.26094815758663104,0.22661329814124384,0.15932457723337598,415844256.0
1.3421646035390333,1.6733373052781708,0.27773916843905616,2.203524187449998,0.2647291504491953,0.2369102532080403,0.16000720302410604,415817312.0
1.3344641904349952,1.6839267758585277,0.2718212257035663,2.3255258414272317,0.2741716444395559,0.23982279586190344,0.16399024388778524,415565952.0
0.7464583250222289,1.6433846504441247,0.31818073469679903,2.247133255502097,0.2620789730903275,0.26025021956955596,0.15476790083278225,415497792.0
1.0888953667716745,1.6284880305291665,0.38987910014521415,2.3183092582698674,0.26003725426308977,0.26351843962217575,0.14000751302912479,415371808.0
1.16117302752886,1.6714063835910282,0.346611828902051,2.1819710922315636,0.264690341534757,0.25557474948531583,0.14995195834420091,414864288.0
1.2773603178410644,1.6675188506401104,0.2915920934988786,2.314196507314753,0.26778660678743366,0.22814424655131937,0.15951047684554753,414763808.0
1.2836823054470472,1.6843425407482038,0.302289461535958,2.22809198295886,0.2642107231861778,0.24284633177259626,0.16301684000321723,414678368.0
1.2173877096973988,1.6640563680478968,0.3027475619382366,2.23450933036895,0.2701584997773456,0.25542719233478556,0.1541040258713115,414547104.0
1.2603509411055203,1.7018776264548745,0.3282098207778698,2.179357005640808,0.26521249375881806,0.2678788626747074,0.1609694714814724,414466464.0
1.2079431501675328,1.7391470489810352,0.3398740652183315,2.3521004359057027,0.26950697864456813,0.25083638098648886,0.15873514732937835,414321824.0
1.132975104009488,1.6930084821569875,0.3453718527525092,2.2757831110087983,0.2741192733119973,0.24850060071225194,0.1551530838074439,414200928.0
1.1186513011395836,1.6878035462821532,0.34566907295851534,2.3016574328275676,0.27282699495035434,0.2656173296497781,0.14535723753203397,414196192.0
1.249966143313805,1.7162224874875636,0.32657276047431366,2.1756149089192025,0.2741023711538833,0.2557931394778097,0.16107564675091193,414077696.0
1.1949147989110522,1.7182677253509757,0.305613729735074,2.2137402676728932,0.26624954857625693,0.2543394045998764,0.14932258373618887,413954496.0
1.2201918140774042,1.6698493546226263,0.3387223295277843,2.2441517186574123,0.2657244933650549,0.24554705200640856,0.14169569007125304,413653792.0
1.069373934151398,1.696260634510147,0.3344814439973157,2.1853709453265187,0.2683157450281507,0.2582182070579062,0.14022466237938708,413632480.0
1.214205945004827,1.6757799545236276,0.29820581001202195,2.2021856589461075,0.2580636425077822,0.264897845673147,0.15165193705308977,413599360.0
1.1092245116248074,1.764420137245513,0.3583230273272617,2.236530466083586,0.2574081491951275,0.2433971661146739,0.12538929074609548,413569376.0
1.2037775095972392,1.6801485621115362,0.31682926599374683,2.2487719176992376,0.2608564880983796,0.2530525915388694,0.13710770429142127,413454240.0
1.1529045902709727,1.7287403677700226,0.34222791324415835,2.2601391889089357,0.2629657039472306,0.25177471049989597,0.13234524416065244,413317024.0
1.0936886159955177,1.7633292178049944,0.34535150166198053,2.335203642371763,0.2740466642856301,0.26602823422612565,0.1391346961688106,413303648.0
1.2337471117297008,1.669543947412601,0.307386473642044,2.1843270977406037,0.2554167735897345,0.26189276243448434,0.1651526812238435,413253984.0
1.2134132353168667,1.6725397381429543,0.31901531928896715,2.2212425257949144,0.2672422684220483,0.25550313601157826,0.12770592335040234,413253184.0
1.1474098145813847,1.7139031294582823,0.3566778511320569,2.258610493203368,0.25815879016509086,0.2673752344887105,0.1480028623793351,413193280.0
1.0516128222258168,1.666426374261048,0.3536773960169939,2.1755337599879505,0.26776266970996426,0.26515109284595556,0.13494410452454628,413185408.0
0.5102517145448633,1.6156933870328545,0.33970543216742294,2.219920867845503,0.2632641014044982,0.25947221602572873,0.14130985307193278,413173568.0
1.205927209573074,1.6992498080325724,0.338338436695647,2.225219178591809,0.269093052611456,0.2672529031932872,0.13002412115544287,413052224.0
1.2794089077279203,1.6544001745731978,0.2898954746873621,2.2178614349140826,0.24019750001426482,0.2484190915066667,0.16288878073650426,412988416.0
1.0793187640755872,1.6698121614578063,0.3512711810488303,2.233803665032527,0.26200418929171193,0.2511440351658829,0.1394418925729132,412967168.0
1.2318447131724242,1.6898313854381128,0.3338716515492006,2.1536095138171154,0.26654225953583377,0.2701161593227645,0.16526648196615418,412845888.0
1.121488530749374,1.7205292505716627,0.351863145744416,2.261698000732464,0.26323548253969387,0.26152823562408295,0.14297499022680824,412715168.0
1.0516788279984142,1.6846114658546212,0.36534144491859766,2.285164373094298,0.27317982508525546,0.2649429417625171,0.14665630862432424,412632544.0
0.8889693683198834,1.6306251057967964,0.3599943280656669,2.36725407891912,0.24900517467636699,0.26733617911695207,0.13565895685944085,412048960.0
1.168372755677808,1.6581960643220617,0.3432699283916596,2.165269823306396,0.23478540516477583,0.22253552953594052,0.18664944149895793,412037184.0
1.1026209874751882,1.7085626315742037,0.348043891829039,2.89831346292595,0.27071547083948766,0.2568458273898499,0.13800732393485135,412030880.0
1.0124306046074718,1.7441956590718857,0.36441954713373004,2.198971302352243,0.2625558280935532,0.25364216972150316,0.12948772286035237,411896512.0
0.9367363239996811,1.7413415670739245,0.34990279804118685,2.300116907972403,0.2698551725089287,0.2673603030209548,0.13324173751146431,411355584.0
1.3591652447170455,1.7743107870433168,0.31973521908714797,2.379084564066415,0.2365170380727027,0.22341217151145593,0.1712139316989177,410941536.0
