A,B,C,D,E,F,G,SpecificSE,Step_1__History_Max__ALLSE,Step_1__History_Max__MASS,Design Feasibility,Objective and Penalty
190,0.919824955,1.674440564,0.433831235,2.230976536,0.142737622,0.188302004,0.249955683,380860633.7,6.86726,1.80309E-08,7,-380860633.7
191,1.134017267,2.180815825,0.219143809,2.849414545,0.112519334,0.170223314,0.26220668,340785794.4,4.80174,1.40902E-08,7,-340785794.4
192,1.211995849,2.915418286,0.4554228,2.459792199,0.138524209,0.179783817,0.121989838,311162962.3,3.37394,1.0843E-08,7,-311162962.3
193,0.505874306,1.68954747,0.443886993,2.187960716,0.118234603,0.270339841,0.258231238,354510046.9,6.18028,1.74333E-08,7,-354510046.9
194,0.977997691,2.801822135,0.083629296,2.462017904,0.246027906,0.19038445,0.137914067,335082748,6.37381,1.90216E-08,7,-335082748
195,1.376161066,1.609128093,0.455430244,2.475215668,0.102699134,0.216630664,0.225479781,338225833.2,5.91973,1.75023E-08,7,-338225833.2
196,0.719781949,2.439678359,0.354467587,2.273770203,0.28470754,0.168743256,0.128751374,357935608.7,8.6561,2.41834E-08,7,-357935608.7
197,0.480835699,1.688499782,0.088684513,2.622967026,0.240083514,0.267113922,0.258231238,396373892.9,10.9333,2.75833E-08,7,-396373892.9
198,0.719781949,2.422382808,0.43201484,2.11405177,0.105987393,0.182950091,0.159068405,323756444.2,3.13686,9.68895E-09,7,-323756444.2
199,1.25823598,1.627881618,0.38148001,2.274414186,0.263621196,0.212769163,0.227279197,416572211.4,11.9812,2.87614E-08,7,-416572211.4
200,1.243611032,1.772771802,0.080549759,4.182658313,0.195808613,0.160855391,0.123879278,398294830.5,8.99286,2.25784E-08,7,-398294830.5
201,0.751391546,2.257109633,0.425434041,2.639556785,0.112709528,0.104254693,0.129711335,343439874,4.20889,1.22551E-08,7,-343439874
202,1.110725929,2.958545132,0.446260661,2.56476909,0.104686326,0.180574884,0.113588617,301028231,2.45804,8.16548E-09,7,-301028231
203,0.919824955,1.678007988,0.433831235,2.230274761,0.17305169,0.133117451,0.247764918,391597399.9,7.65103,1.9538E-08,7,-391597399.9
204,0.68029168,2.940452687,0.446260661,2.645145727,0.108081011,0.181147957,0.129654549,300871474,2.52201,8.38235E-09,7,-300871474
205,1.253517278,1.674440564,0.373433385,2.332226883,0.142737622,0.217150242,0.249955683,378345577.8,7.22012,1.90834E-08,7,-378345577.8
206,0.943323416,1.533577343,0.430900486,2.205716159,0.105196405,0.209414419,0.225088778,356649150.7,5.66045,1.58712E-08,7,-356649150.7
207,1.358655331,1.609128093,0.370502641,2.274414186,0.113974108,0.209414419,0.225088778,365245621.2,6.0641,1.66028E-08,7,-365245621.2
208,1.277016688,1.609128093,0.370502641,2.33243302,0.267866188,0.209414419,0.225088778,417110501,12.1546,2.914E-08,7,-417110501
209,1.280969991,1.662353882,0.095181397,4.07789606,0.240258944,0.133840252,0.242539012,250781651.3,5.814859727,5.5337E-09,7,-236258824.5
210,0.480835699,1.76806537,0.08042784,2.187960716,0.177678673,0.270614388,0.258231238,383201256.3,7.90617,2.06319E-08,7,-383201256.3
211,1.114659403,2.257109633,0.425434041,2.559180148,0.104339847,0.104254693,0.129711335,346565913.5,3.93737,1.13611E-08,7,-346565913.5
212,0.865367577,2.317740282,0.446332707,2.538027089,0.10128628,0.145784654,0.168619846,340173064.4,3.72282,1.09439E-08,7,-340173064.4
213,0.68540586,1.591193185,0.366383807,2.286098288,0.274740368,0.207060666,0.170534181,412534974.1,12.0756,2.92717E-08,7,-412534974.1
214,1.274693995,2.320730375,0.451545259,2.429635519,0.148463257,0.145400521,0.223174444,336342949.1,4.89231,1.45456E-08,7,-336342949.1
215,0.719781949,2.439678359,0.43939951,2.542092897,0.105987393,0.1759595,0.129128357,332027966.8,3.52368,1.06126E-08,7,-332027966.8
216,1.394830467,1.647998072,0.08042784,2.155292009,0.242696217,0.270614388,0.258231238,414148581.4,11.2648,2.71999E-08,7,-414148581.4
217,0.719725535,2.439678359,0.43939951,2.543810062,0.106437758,0.176122412,0.129331989,332152304.8,3.54081,1.06602E-08,7,-332152304.8
218,1.089280548,2.825430449,0.446923435,2.390944533,0.129230709,0.170988695,0.14801521,312541279.4,3.26515,1.04471E-08,7,-312541279.4
219,0.882461068,1.732820569,0.410042283,2.283479508,0.241996551,0.270105401,0.135067989,404208964.4,11.1689,2.76315E-08,7,-404208964.4
220,0.498046986,1.661353925,0.08042784,2.177384332,0.212767324,0.159484261,0.258231238,391434394.7,8.64248,2.2079E-08,7,-391434394.7
221,1.243356206,1.772771802,0.080549759,2.578939322,0.150229156,0.160500161,0.148840113,383596930.4,6.64317,1.73181E-08,7,-383596930.4
222,1.479414884,1.76037357,0.230949636,4.176129339,0.198038567,0.171023486,0.263504027,396453185.5,9.75033,2.45939E-08,7,-396453185.5
223,1.089224155,2.05241159,0.446923435,2.446406331,0.127898924,0.17976511,0.15736152,360753728.6,5.59226,1.55016E-08,7,-360753728.6
224,1.12583477,2.823854687,0.228561347,2.8463322,0.14070386,0.170223314,0.256561468,313789467.5,3.71988,1.18547E-08,7,-313789467.5
225,0.730474873,2.850955878,0.089329892,2.645145727,0.102019224,0.269770904,0.256620716,306388009.4,2.6642,8.69551E-09,7,-306388009.4
226,1.466436467,1.647998072,0.438416635,2.201296999,0.255833061,0.181410394,0.137753831,416278291.4,11.567,2.77867E-08,7,-416278291.4
227,0.882461068,1.732820569,0.420311379,2.283479508,0.200320704,0.159198032,0.119224998,393611229.4,8.69007,2.20778E-08,7,-393611229.4
228,0.689268865,2.284754614,0.447427184,2.555308899,0.148463257,0.145200884,0.168619846,350921268.6,5.26038,1.49902E-08,7,-350921268.6
229,0.849577384,1.764679261,0.089154813,3.941287902,0.199213485,0.133840252,0.228182737,386560826.8,7.67474,1.98539E-08,7,-386560826.8
230,1.313824262,1.732820569,0.427230449,2.42272224,0.177146936,0.158998395,0.13368962,390141042.8,8.0577,2.06533E-08,7,-390141042.8
231,1.062804408,2.943894174,0.454200316,2.623794276,0.120646158,0.134330298,0.127794315,305618929.1,2.86537,9.37563E-09,7,-305618929.1
232,1.147450136,2.038855467,0.243040423,2.467964061,0.152459103,0.184539211,0.264067441,369239047.3,6.27891,1.7005E-08,7,-369239047.3
233,1.358655331,1.62513512,0.38421917,2.451391403,0.273726175,0.259967839,0.225088778,419608407.7,13.1157,3.1257E-08,9,-419608407.7
234,0.480835699,1.665739991,0.078448202,2.187960716,0.252711989,0.210177997,0.258231238,400887014.5,10.4943,2.61777E-08,7,-400887014.5
235,1.280969991,1.759318601,0.08031882,3.904838723,0.170049292,0.262079579,0.258096042,349525404.8,10.955,3.13425E-08,7,-349525404.8
236,1.394830467,1.653358734,0.095290416,2.378112469,0.242696217,0.142354231,0.242674209,392599753.1,9.66612,2.46208E-08,7,-392599753.1
237,0.471520365,1.661353925,0.08042784,2.128636433,0.240083514,0.270614388,0.26647924,402918232.8,10.5264,2.61254E-08,7,-402918232.8
238,0.973873458,2.939392385,0.467749242,2.515827204,0.127382152,0.134330298,0.122683436,307004430.1,3.02699,9.85976E-09,7,-307004430.1
239,0.480835699,1.661353925,0.384893473,2.177384332,0.108782078,0.273204702,0.251405183,347362301,5.76545,1.65978E-08,7,-347362301
240,0.719781949,2.439678359,0.135759968,2.542092897,0.238566826,0.172579833,0.135987364,351251776.4,7.29146,2.07585E-08,7,-351251776.4
241,1.243356206,1.779171872,0.080549759,2.544763708,0.149659795,0.209772108,0.164309639,381019784.6,7.1333,1.87216E-08,7,-381019784.6
242,1.358655331,1.614909957,0.370502641,2.30859101,0.113974108,0.160142473,0.225088778,374248100.7,5.73393,1.53212E-08,7,-374248100.7
243,0.865367577,2.317740282,0.446332707,2.537069204,0.10128628,0.103610459,0.168619846,338736904.8,3.52764,1.04141E-08,7,-338736904.8
244,1.114659403,2.257109633,0.425434041,2.560138033,0.100131804,0.146687468,0.129711335,343641460.4,4.02088,1.17008E-08,7,-343641460.4
245,1.381547257,1.723753979,0.42601082,2.528630471,0.152926748,0.1626604,0.145248227,381226672.5,7.29279,1.91298E-08,7,-381226672.5
246,1.114659403,2.257109633,0.230363258,2.555074992,0.105644636,0.104254693,0.276678542,345140923.2,3.79372,1.09918E-08,7,-345140923.2
247,1.354279071,1.772982446,0.267447942,2.274414186,0.157616526,0.211263949,0.225088778,386985458.8,7.36116,1.90218E-08,7,-386985458.8
248,1.247732464,1.552380548,0.080549759,2.780977288,0.267297523,0.158650636,0.148840113,406260401.3,10.8632,2.67395E-08,7,-406260401.3
249,0.721481903,2.424347749,0.43201484,2.11405177,0.10743145,0.146564033,0.159068405,324463371.4,3.18173,9.80613E-09,7,-324463371.4
250,0.687568911,2.298693978,0.447427184,2.539360586,0.147078829,0.18178658,0.168619846,350621286.1,5.31051,1.5146E-08,7,-350621286.1
251,0.780728642,2.947487854,0.38111312,2.827843321,0.105987393,0.182950091,0.159068405,299585370.4,2.51732,8.40268E-09,7,-299585370.4
252,0.730474873,2.430892392,0.446369423,2.148340911,0.104686326,0.180574884,0.127421461,322802641.9,3.08548,9.55841E-09,7,-322802641.9
253,1.114659403,2.257109633,0.425434041,2.328513297,0.105987393,0.104254693,0.129711335,328567491.3,3.45722,1.05221E-08,7,-328567491.3
254,0.865367577,2.320694686,0.446332707,2.537069204,0.10128628,0.103610459,0.168619846,338352961.6,3.51657,1.03932E-08,7,-338352961.6
255,1.243355585,1.717256498,0.080549759,4.171289346,0.196171199,0.160855391,0.123879278,400914045.5,9.13635,2.27888E-08,7,-400914045.5
256,1.243611654,1.772771802,0.080549759,2.53968595,0.149866574,0.160500161,0.148840113,383400635.6,6.59867,1.72109E-08,7,-383400635.6
257,0.865367577,2.317740282,0.458491292,2.538027089,0.10128628,0.145784654,0.168619846,340179958,3.72395,1.0947E-08,7,-340179958
258,1.246898651,1.772771802,0.071527977,4.182658313,0.195808613,0.174368873,0.123879278,398078205.5,9.55117,2.39932E-08,7,-398078205.5
259,1.479414884,1.76037357,0.070843845,2.629001102,0.1537804,0.178536311,0.29358605,386721317.7,7.16583,1.85297E-08,7,-386721317.7
260,0.730474873,2.850955878,0.250258568,2.645145727,0.101715532,0.269770904,0.256620716,306336270.5,2.65717,8.67403E-09,7,-306336270.5
261,1.358655331,1.62513512,0.38421917,2.451391403,0.269936232,0.264224476,0.226649975,418917572.7,13.0355,3.11171E-08,7,-418917572.7
262,0.721481903,2.424347749,0.43201484,2.11405177,0.10743145,0.146564033,0.157507246,324437877.1,3.18148,9.80613E-09,7,-324437877.1
263,0.471520365,1.625684247,0.084108111,2.447870694,0.274197932,0.259470965,0.264964332,408369510.8,12.0781,2.95764E-08,7,-408369510.8
264,1.358655331,1.660804799,0.379044854,2.133394298,0.239611715,0.271111262,0.203498766,414872798.4,11.4692,2.76451E-08,7,-414872798.4
265,0.714879226,2.9659802,0.428716775,2.645145727,0.10464749,0.267129142,0.256620716,298782404.5,2.44283,8.17595E-09,7,-298782404.5
266,0.730474873,2.843482704,0.107304964,2.645145727,0.102058062,0.180574884,0.127421461,302563798.6,2.50095,8.26586E-09,7,-302563798.6
267,0.721481903,2.999138873,0.423335866,2.11405177,0.107396185,0.184717743,0.159068405,299099298.1,2.43742,8.1492E-09,7,-299099298.1
268,0.730474873,2.272709715,0.446260661,2.645145727,0.104721591,0.142421183,0.127421461,338278032,4.13917,1.2236E-08,7,-338278032
269,0.697596347,2.281886422,0.11284871,2.128636433,0.240083514,0.277968988,0.26647924,358144544.4,7.78112,2.17262E-08,7,-358144544.4
270,0.463192884,1.664365108,0.406752479,2.555308899,0.148463257,0.137618983,0.168619846,370898582.3,6.60333,1.78036E-08,7,-370898582.3
271,1.09462078,2.257251688,0.42529421,2.559180148,0.105987393,0.109943194,0.122940163,346988983.2,4.01265,1.15642E-08,7,-346988983.2
272,1.48003276,1.648034829,0.438556466,2.139903301,0.255833061,0.176240811,0.137753831,414446345.2,11.4594,2.76499E-08,7,-414446345.2
273,1.23810709,1.781360765,0.080549759,2.578939322,0.150229156,0.16051185,0.148840113,383025964.8,6.61911,1.72811E-08,7,-383025964.8
274,1.471027391,1.639409145,0.438416635,2.17937354,0.255833061,0.181398705,0.137753831,416884532,11.5926,2.78077E-08,7,-416884532
275,0.657649283,2.255489343,0.447427184,2.539360586,0.108054519,0.105472498,0.273963559,344443467.9,3.91894,1.13776E-08,7,-344443467.9
276,1.114659403,2.257109633,0.230363258,2.510794132,0.173713763,0.149117263,0.17128983,359271556.3,6.10291,1.69869E-08,7,-359271556.3
277,1.358655331,1.614909957,0.370502641,2.30859101,0.113974108,0.160142473,0.225088778,374248100.7,5.73393,1.53212E-08,7,-374248100.7
278,1.479414884,1.76037357,0.230949636,2.629001102,0.183357652,0.170430895,0.29358605,390986538.7,8.16462,2.08821E-08,7,-390986538.7
279,0.689268865,2.284754614,0.447427184,2.555308899,0.148463257,0.145200884,0.168619846,350921268.6,5.26038,1.49902E-08,7,-350921268.6
280,1.277016688,1.609429497,0.370502641,2.33243302,0.267866188,0.205998673,0.225088778,416833860.4,12.1124,2.90581E-08,7,-416833860.4
281,0.689588156,2.300658919,0.447673473,2.539360586,0.146939737,0.145148272,0.168219488,348893868.8,5.10662,1.46366E-08,7,-348893868.8
282,0.730155582,2.958545132,0.446014372,2.645145727,0.106322471,0.180827133,0.127821903,299928084.7,2.46064,8.2041E-09,7,-299928084.7
283,0.719928655,2.958545132,0.449440524,2.645145727,0.104686326,0.180574884,0.16754556,299492109.4,2.42063,8.08245E-09,7,-299492109.4
284,0.875913795,2.320694686,0.446332707,2.537069204,0.10128628,0.103610459,0.128495828,338221033.6,3.51574,1.03948E-08,7,-338221033.6
285,1.358655331,1.600102732,0.425168422,2.289883831,0.113158327,0.160142473,0.225154708,371855601.1,5.77462,1.55292E-08,7,-371855601.1
286,1.114659403,2.273170852,0.370768259,2.577888448,0.105987393,0.104254693,0.129656189,345315094.5,3.93048,1.13823E-08,7,-345315094.5
287,0.919824955,1.735730354,0.433831235,2.114478208,0.176039717,0.131983255,0.249955683,393256783.7,7.58262,1.92816E-08,7,-393256783.7
288,0.721481903,2.38680965,0.43201484,2.230096753,0.103797998,0.146564033,0.159068405,324250570.6,3.11431,9.60464E-09,7,-324250570.6
289,0.730910197,2.430892392,0.470369289,2.148340911,0.104686326,0.180574884,0.113628636,323112590.7,3.08842,9.55834E-09,7,-323112590.7
290,0.864932253,2.320694686,0.446367051,2.537069204,0.10128628,0.103610459,0.168619846,338372350.4,3.51667,1.03929E-08,7,-338372350.4
291,1.361738449,1.60305991,0.101938225,4.171289346,0.196171199,0.248124486,0.123879278,386356062.2,12.8684,3.33071E-08,7,-386356062.2
292,1.308671724,1.627065127,0.36363832,2.451391403,0.273726175,0.172696454,0.225088778,411509672.2,11.7979,2.86698E-08,7,-411509672.2
293,0.919824955,2.279562117,0.433831235,2.230274761,0.175006527,0.145990976,0.180390347,346414396.5,5.63831,1.62762E-08,7,-346414396.5
294,0.689268865,1.67972754,0.46996139,2.555308899,0.149496447,0.131193163,0.238185015,373238340.7,6.76334,1.81207E-08,7,-373238340.7
295,1.397569301,1.763746145,0.370502641,2.23883852,0.113974108,0.16015191,0.22437047,373510365.8,5.43917,1.45623E-08,7,-373510365.8
296,1.204439157,1.623935776,0.085901017,2.588107063,0.156396017,0.160490724,0.149558606,392828904.4,7.21391,1.8364E-08,7,-392828904.4
297,0.442712083,1.661353925,0.080550499,2.142962409,0.240083514,0.270614388,0.26647924,402140631.9,10.5202,2.61605E-08,7,-402140631.9
298,1.334594312,1.772771802,0.080427099,2.3955169,0.149866574,0.160500161,0.164526198,385323255.7,6.54591,1.69881E-08,7,-385323255.7
299,0.689268865,2.300658919,0.414657649,2.539360586,0.148463257,0.145400521,0.168619846,349300175.5,5.15347,1.47537E-08,7,-349300175.5
300,0.471520365,1.661353925,0.078402514,2.128636433,0.240083514,0.270614388,0.26647924,402861834.9,10.524,2.61231E-08,7,-402861834.9
301,1.241621166,1.654407736,0.066843475,2.155292009,0.148740667,0.1594251,0.258285952,392506906.7,6.60648,1.68315E-08,7,-392506906.7
302,1.396565126,1.694007114,0.080549759,2.578939322,0.244185365,0.291193053,0.148782717,410204647.2,11.9886,2.92259E-08,7,-410204647.2
303,0.690312701,2.451598526,0.471101424,2.555308899,0.108366129,0.143793783,0.166620781,329857056.6,3.44064,1.04307E-08,7,-329857056.6
304,0.729431037,2.325108571,0.446432858,2.148340911,0.144884714,0.181981987,0.129420603,337438897.9,4.52158,1.33997E-08,7,-337438897.9
305,1.248157506,2.401079659,0.43201484,2.11405177,0.10743145,0.161358207,0.159068405,326206745.2,3.27019,1.00249E-08,7,-326206745.2
306,0.685467598,1.732510073,0.069017505,4.171289346,0.196171199,0.146061216,0.123879278,393553197.6,8.23392,2.0922E-08,7,-393553197.6
307,1.116139759,2.257109633,0.425434041,2.559180148,0.103266316,0.104254693,0.129711335,346357862.6,3.9047,1.12736E-08,7,-346357862.6
308,1.312095281,1.609128093,0.370502641,2.33243302,0.276425993,0.209414419,0.225088778,418646357.4,12.4891,2.98321E-08,7,-418646357.4
309,0.927486568,2.517049085,0.470369289,2.111494868,0.173043273,0.180574884,0.113628636,335395348.5,5.05746,1.50791E-08,7,-335395348.5
310,0.723248583,1.650984473,0.433831235,2.119478639,0.108089323,0.131983255,0.245156572,374643169.5,5.05536,1.34938E-08,7,-374643169.5
311,1.419051992,1.759157818,0.378928706,2.173878124,0.113269298,0.158535864,0.226032846,375865369.2,5.3804,1.43147E-08,7,-375865369.2
312,0.805074673,2.293540358,0.437940903,2.537069204,0.102025774,0.122595043,0.156924491,341554823.8,3.70283,1.08411E-08,7,-341554823.8
313,1.116131237,2.401079659,0.43201484,2.11405177,0.10743145,0.161358207,0.130000139,326481886.9,3.25587,9.97259E-09,7,-326481886.9
314,1.236687738,2.257109633,0.425434041,2.559180148,0.105987393,0.104254693,0.158779605,347643359.4,4.02425,1.15758E-08,7,-347643359.4
315,1.358655331,1.614909957,0.370502641,2.30859101,0.113974108,0.160142473,0.225088778,374248100.7,5.73393,1.53212E-08,7,-374248100.7
316,1.358655331,1.609128093,0.370502641,2.274414186,0.274740368,0.209414419,0.225088778,419541972.4,12.4536,2.96838E-08,7,-419541972.4
317,1.397569301,2.895782246,0.101245223,2.229366787,0.102215806,0.16015191,0.22437047,303914046.4,2.50334,8.237E-09,7,-303914046.4
318,0.730474873,1.712589825,0.358977876,2.943830403,0.113788343,0.269770904,0.256620716,316540405.7,7.13251,2.25327E-08,7,-316540405.7
319,1.114659403,2.440005905,0.432791116,2.5962628,0.105987393,0.159767962,0.129711335,332649900.8,3.67322,1.10423E-08,7,-332649900.8
320,1.248157506,2.218183387,0.424657765,2.105055911,0.10743145,0.106124942,0.161331001,333790158.4,3.50967,1.05146E-08,7,-333790158.4
321,1.19815041,1.552380548,0.080549759,2.79285024,0.267297523,0.158650636,0.148840113,406392454.6,10.8495,2.66971E-08,7,-406392454.6
322,1.277016688,1.609128093,0.410816529,2.33243302,0.267866188,0.209414419,0.225088778,417692192.4,12.2596,2.93508E-08,7,-417692192.4
323,0.457388835,2.276493761,0.230363258,2.555074992,0.105768332,0.104254693,0.288026237,336842643,3.62665,1.07666E-08,7,-336842643
324,1.128792345,1.642337338,0.078402514,2.128636433,0.240083514,0.270814098,0.26647924,413029052.2,11.0166,2.66727E-08,7,-413029052.2
325,1.243355585,1.717256498,0.066060012,4.171289346,0.196171199,0.162162742,0.123879278,401066083.2,9.18317,2.28969E-08,7,-401066083.2
326,1.358655331,1.62513512,0.405956331,2.451391403,0.273726175,0.261809991,0.225088778,419674895,13.1929,3.1436E-08,9,-419674895
327,0.685467598,1.732510073,0.069017505,4.171289346,0.196171199,0.140724967,0.123879278,392944103.4,8.00769,2.03787E-08,7,-392944103.4
328,1.358655331,1.62513512,0.38421917,2.451391403,0.273726175,0.259967839,0.225088778,419608407.7,13.1157,3.1257E-08,7,-419608407.7
329,1.38955771,1.615787568,0.378107198,2.155292009,0.150250532,0.160146259,0.258298607,394289072.6,7.14507,1.81214E-08,7,-394289072.6
330,1.358655331,1.653530125,0.063837507,2.30859101,0.112469453,0.183936262,0.225076122,378345832,5.57992,1.47482E-08,7,-378345832
331,1.081839929,1.651418406,0.080549759,2.158181798,0.267297523,0.158650636,0.245815261,402569147.9,10.8432,2.6935E-08,7,-402569147.9
332,1.394830467,1.548962442,0.074842572,2.92004464,0.242696217,0.270614388,0.161254065,415709507.5,12.7146,3.05853E-08,7,-415709507.5
333,0.685312106,2.949141297,0.465935263,4.171289346,0.114227599,0.146061216,0.123624237,258595962.6,4.13632,1.59953E-08,7,-258595962.6
334,0.720084148,1.726682977,0.060848979,2.645145727,0.187252434,0.180574884,0.167800978,386149612.5,8.02639,2.07857E-08,7,-386149612.5
335,0.727750106,2.958545132,0.449440524,2.645145727,0.104686326,0.180574884,0.16754556,299487255.6,2.42104,8.08395E-09,7,-299487255.6
336,1.241621166,1.654407736,0.066843475,2.155292009,0.153119077,0.1594251,0.258285952,393090309.2,6.7676,1.72164E-08,7,-393090309.2
337,0.864932253,2.320694686,0.446367051,2.513421691,0.10128628,0.126188525,0.156667542,338800422.1,3.56374,1.05187E-08,7,-338800422.1
338,0.805074673,2.293540358,0.437940903,2.537069204,0.102025774,0.100800024,0.168876794,341035141.1,3.60822,1.05802E-08,7,-341035141.1
339,0.814075113,2.289808074,0.453632052,2.537069204,0.102025774,0.260363449,0.259607739,332151298.5,4.45478,1.34119E-08,7,-332151298.5
340,0.953239666,2.77010953,0.076061661,2.645145727,0.102019224,0.132091285,0.15393215,305571948.7,2.60446,8.52323E-09,7,-305571948.7
341,1.228535396,1.650984473,0.425318214,2.119478639,0.114100292,0.143456328,0.245156572,379904322.8,5.48749,1.44444E-08,7,-379904322.8
342,0.842182632,2.257109633,0.433947062,2.548895946,0.105987393,0.104254693,0.158779605,345517625.9,3.9039,1.12987E-08,7,-345517625.9
343,1.095039953,2.401079659,0.431458363,2.663761716,0.107405204,0.161358207,0.130000139,337144406.9,4.04017,1.19835E-08,7,-337144406.9
344,0.719928655,2.958545132,0.449997001,2.111688159,0.140349445,0.180574884,0.16754556,308728610,3.2908,1.06592E-08,7,-308728610
345,1.389268128,1.571016764,0.378107198,2.155292009,0.150250532,0.160146259,0.257757014,395761149.6,7.23487,1.82809E-08,7,-395761149.6
346,1.358944913,1.615864159,0.370502641,2.274414186,0.274740368,0.209414419,0.225630371,419315131.3,12.4337,2.96524E-08,7,-419315131.3
347,0.856245667,1.768385738,0.080549759,4.158464687,0.193994207,0.160855391,0.122407634,391777600.6,8.74667,2.23256E-08,7,-391777600.6
348,1.236687738,2.257109633,0.425434041,2.504941647,0.10320986,0.104254693,0.158779605,344257988.8,3.81369,1.1078E-08,7,-344257988.8
349,1.243355585,1.719797153,0.066060012,4.041698299,0.196171199,0.162162742,0.127622271,396945825.4,9.0146,2.27099E-08,7,-396945825.4
350,1.128792345,1.639796684,0.078402514,2.258264296,0.240083514,0.270814098,0.262821219,412527340.4,11.1844,2.71119E-08,7,-412527340.4
351,1.351565147,1.625592102,0.433831235,2.119478639,0.108089323,0.131983255,0.245156572,378930729.3,5.26187,1.38861E-08,7,-378930729.3
352,0.730091304,1.650527491,0.405956331,2.451391403,0.273726175,0.261809991,0.225088778,410543831.9,12.6319,3.07687E-08,7,-410543831.9
353,0.295044637,1.661496383,0.099088204,2.451391403,0.273995653,0.261809991,0.225088778,402256368.4,11.8197,2.93835E-08,7,-402256368.4
354,1.479215672,1.624992663,0.386401916,2.128636433,0.238889281,0.261847584,0.26647924,417154873.5,11.5851,2.77717E-08,7,-417154873.5
355,0.730910197,2.430892392,0.470369289,2.148340911,0.195513489,0.185060514,0.113628636,342698728.6,5.90583,1.72333E-08,7,-342698728.6
356,1.243355585,1.717256498,0.066060012,4.171289346,0.106106197,0.16289787,0.123879278,321152083.4,6.72698,2.09464E-08,7,-321152083.4
357,0.730474873,2.841720824,0.455129973,2.645145727,0.101624574,0.269426592,0.256620716,307075358.2,2.68086,8.7303E-09,7,-307075358.2
358,0.719928655,2.967724776,0.084384658,2.645145727,0.104686326,0.180912431,0.16754556,299217731.4,2.40975,8.0535E-09,7,-299217731.4
359,1.358655331,1.653510095,0.063821756,2.306877255,0.112469453,0.159899397,0.225076122,382170861.7,5.38559,1.40921E-08,7,-382170861.7
360,1.241621166,1.774421144,0.060266681,2.157014432,0.148740667,0.160939074,0.258285952,385214824.2,6.31552,1.63948E-08,7,-385214824.2
361,1.358655331,1.638683435,0.446789191,2.314585702,0.11210221,0.168927064,0.225076122,366830774.3,5.77454,1.57417E-08,7,-366830774.3
362,1.116131237,2.416775902,0.055532644,2.110660391,0.107798693,0.200739567,0.130000139,324460042.2,3.2423,9.99291E-09,7,-324460042.2
363,1.471027391,1.639409145,0.385372313,2.17937354,0.255833061,0.260301361,0.128054383,419321629.1,12.2192,2.91404E-08,7,-419321629.1
364,1.358655331,1.62513512,0.38421917,2.451391403,0.273726175,0.185816123,0.233447019,414007408.4,12.0708,2.9156E-08,7,-414007408.4
365,1.308475505,1.768385738,0.080549759,2.581283923,0.10465768,0.160855391,0.122407634,366961218.9,5.07467,1.38289E-08,7,-366961218.9
366,0.654886536,2.981880458,0.084384658,4.163816148,0.194954284,0.185448044,0.16754556,328037098.4,5.70509,1.73916E-08,7,-328037098.4
367,1.309806062,1.753974079,0.050391437,2.145817398,0.150250532,0.160146259,0.257757014,386785148.8,6.42454,1.66101E-08,7,-386785148.8
368,1.241621166,1.591474733,0.451859865,2.157014432,0.148740667,0.160939074,0.258285952,392221078.3,7.20012,1.83573E-08,7,-392221078.3
369,1.24120579,2.266003151,0.05804612,2.157014432,0.151663185,0.160939074,0.259269181,341725697.1,4.9351,1.44417E-08,7,-341725697.1
370,1.198709387,1.779342285,0.440574528,2.559180148,0.103531351,0.104254693,0.157792803,359315112.7,4.78676,1.33219E-08,7,-359315112.7
371,0.730801209,1.784294612,0.074199332,2.148340911,0.104686326,0.180358872,0.122213034,369163728.2,4.61702,1.25067E-08,7,-369163728.2
372,1.243714294,2.343914895,0.476546671,4.146694606,0.193994207,0.161071402,0.113823236,345110677.2,7.86559,2.27915E-08,7,-345110677.2
373,1.272771206,2.414239764,0.118818034,2.112506782,0.193110403,0.180954159,0.122978941,344987288.8,5.98446,1.73469E-08,7,-344987288.8
374,0.730910197,1.733991501,0.419321245,4.190814068,0.108468659,0.17763057,0.114528973,269349620.4,6.6768,2.47886E-08,7,-269349620.4
375,0.723248583,1.651719868,0.433831235,2.119478639,0.106582396,0.131983255,0.245156572,373926621.6,4.99293,1.33527E-08,7,-373926621.6
376,0.471520365,1.66061853,0.078402514,2.128636433,0.240083514,0.251655167,0.268632467,402182388.1,10.3679,2.57791E-08,7,-402182388.1
377,1.387245774,1.517442876,0.409314643,2.155292009,0.15431706,0.160146259,0.231666946,398237936.6,7.55314,1.89664E-08,7,-398237936.6
378,1.360677686,1.653510095,0.063821756,2.372951596,0.111839297,0.159899397,0.257705668,380548936.9,5.41426,1.42275E-08,7,-380548936.9
379,1.243355585,1.696009738,0.462471947,4.171289346,0.195178693,0.16162193,0.256923019,381555861.2,9.82079,2.57388E-08,7,-381555861.2
380,0.730474873,2.841720824,0.063936747,2.645145727,0.104362188,0.269946837,0.123676747,307434909.6,2.73792,8.90569E-09,7,-307434909.6
381,1.39910425,1.609128093,0.370502641,2.274414186,0.274740368,0.227015599,0.225088778,421083565.2,12.6811,3.01154E-08,9,-421083565.2
382,0.723248583,1.650984473,0.433831235,2.119478639,0.108089323,0.1613692,0.245156572,371570447.4,5.20429,1.40062E-08,7,-371570447.4
383,1.251872449,1.654407736,0.06833235,2.117489338,0.22508801,0.1594251,0.258704027,398077710.3,9.3354,2.34512E-08,7,-398077710.3
